,Iteration,distance,best_run,states,best_score
1865,1865,8388,32960,10908,220
1866,1866,16528,32960,10908,220
1867,1867,12832,32960,10908,220
1868,1868,11944,32960,10908,220
1869,1869,9420,32960,10908,220
1870,1870,4980,32960,10908,220
1871,1871,6164,32960,10908,220
1872,1872,12384,32960,10913,220
1873,1873,6244,32960,10913,220
1874,1874,3800,32960,10913,220
1875,1875,7348,32960,10913,220
1876,1876,17416,32960,10913,220
1877,1877,8092,32960,10913,220
1878,1878,4984,32960,10913,220
1879,1879,8536,32960,10913,220
1880,1880,7052,32960,10913,220
1881,1881,4688,32960,10913,220
1882,1882,5800,32960,10913,220
1883,1883,4300,32960,10913,220
1884,1884,4616,32960,10913,220
1885,1885,11940,32960,10913,220
1886,1886,8236,32960,10913,220
1887,1887,16380,32960,10913,220
1888,1888,8688,32960,10913,220
1889,1889,3796,32960,10913,220
1890,1890,7944,32960,10913,220
1891,1891,5572,32960,10913,220
1892,1892,4464,32960,10913,220
1893,1893,10608,32960,10913,220
1894,1894,11348,32960,10913,220
1895,1895,12084,32960,10913,220
1896,1896,9128,32960,10913,220
1897,1897,2908,32960,10913,220
1898,1898,4688,32960,10913,220
1899,1899,6688,32960,10913,220
1900,1900,6164,32960,10913,220
1901,1901,5428,32960,10913,220
1902,1902,8240,32960,10913,220
1903,1903,2612,32960,10913,220
1904,1904,14620,32960,10913,220
1905,1905,18896,32960,10913,220
1906,1906,5428,32960,10913,220
1907,1907,5572,32960,10914,220
1908,1908,6460,32960,10914,220
1909,1909,5868,32960,10914,220
1910,1910,13272,32960,10914,220
1911,1911,9128,32960,10914,220
1912,1912,25112,32960,10914,220
1913,1913,13720,32960,10914,220
1914,1914,12532,32960,10914,220
1915,1915,5276,32960,10914,220
1916,1916,10460,32960,10914,220
1917,1917,3796,32960,10914,220
1918,1918,2612,32960,10914,220
1919,1919,3252,32960,10914,220
1920,1920,10308,32960,10914,220
1921,1921,6908,32960,10914,220
1922,1922,10604,32960,10914,220
1923,1923,12240,32960,10914,220
1924,1924,7648,32960,10914,220
1925,1925,4388,32960,10914,220
1926,1926,5724,32960,10914,220
1927,1927,1880,32960,10914,220
1928,1928,3208,32960,10914,220
1929,1929,1432,32960,10914,220
1930,1930,4840,32960,10914,220
1931,1931,7796,32960,10914,220
1932,1932,6792,32960,10914,220
1933,1933,4684,32960,10914,220
1934,1934,3800,32960,10914,220
1935,1935,15936,32960,10914,220
1936,1936,4620,32960,10914,220
1937,1937,6400,32960,10914,220
1938,1938,7352,32960,10914,220
1939,1939,7504,32960,10914,220
1940,1940,3504,32960,10914,220
1941,1941,6616,32960,10914,220
1942,1942,9572,32960,10914,220
1943,1943,6492,32960,10914,220
1944,1944,11352,32960,10914,220
1945,1945,10524,32960,10914,220
1946,1946,6164,32960,10914,220
1947,1947,7796,32960,10914,220
1948,1948,7500,32960,10914,220
1949,1949,8460,32960,10914,220
1950,1950,8004,32960,10914,220
1951,1951,6320,32960,10914,220
1952,1952,6616,32960,10914,220
1953,1953,6760,32960,10914,220
1954,1954,11648,32960,10914,220
1955,1955,9356,32960,10914,220
1956,1956,5280,32960,10914,220
1957,1957,8736,32960,10914,220
1958,1958,6804,32960,10914,220
1959,1959,9424,32960,10914,220
1960,1960,6756,32960,10921,220
1961,1961,10684,32960,10921,220
1962,1962,7388,32960,10921,220
1963,1963,15496,32960,10921,220
1964,1964,7136,32960,10921,220
1965,1965,13568,32960,10921,220
1966,1966,6756,32960,10921,220
1967,1967,14452,32960,10921,220
1968,1968,10460,32960,10921,220
1969,1969,7816,32960,10921,220
1970,1970,15496,32960,10921,220
1971,1971,9644,32960,10921,220
1972,1972,2176,32960,10921,220
1973,1973,13716,32960,10921,220
1974,1974,12024,32960,10921,220
1975,1975,6644,32960,10921,220
1976,1976,10308,32960,10921,220
1977,1977,10496,32960,10921,220
1978,1978,17708,32960,10921,220
1979,1979,12456,32960,10921,220
1980,1980,6912,32960,10921,220
1981,1981,7800,32960,10921,220
1982,1982,12412,32960,10921,220
1983,1983,10604,32960,10921,220
1984,1984,7056,32960,10921,220
1985,1985,4092,32960,10921,220
1986,1986,16088,32960,10921,220
1987,1987,3504,32960,10921,220
1988,1988,2544,32960,10921,220
1989,1989,2764,32960,10921,220
1990,1990,4588,32960,10921,220
1991,1991,2848,32960,10921,220
1992,1992,6320,32960,10921,220
1993,1993,4540,32960,10921,220
1994,1994,12536,32960,10921,220
1995,1995,7260,32960,10921,220
1996,1996,12432,32960,10921,220
1997,1997,15496,32960,10923,220
1998,1998,8872,32960,10923,220
1999,1999,3732,32960,10923,220
2000,2000,3108,32960,10923,220
2001,2001,4248,32960,10923,220
2002,2002,4096,32960,10923,220
2003,2003,4540,32960,10923,220
2004,2004,7944,32960,10923,220
2005,2005,15792,32960,10923,220
2006,2006,2912,32960,10923,220
2007,2007,3796,32960,10923,220
2008,2008,8240,32960,10934,220
2009,2009,8392,32960,10934,220
2010,2010,7868,32960,10934,220
2011,2011,8312,32960,10934,220
2012,2012,16380,32960,10934,220
2013,2013,3952,32960,10934,220
2014,2014,2472,32960,10934,220
2015,2015,2800,32960,10935,220
2016,2016,6760,32960,10935,220
2017,2017,5280,32960,10935,220
2018,2018,4684,32960,10935,220
2019,2019,8388,32960,10935,220
2020,2020,13568,32960,10935,220
2021,2021,3356,32960,10935,220
2022,2022,5912,32960,10935,220
2023,2023,13796,32960,10935,220
2024,2024,12680,32960,10935,220
2025,2025,7796,32960,10935,220
2026,2026,5868,32960,10935,220
2027,2027,7052,32960,10935,220
2028,2028,6024,32960,10935,220
2029,2029,2764,32960,10935,220
2030,2030,4984,32960,10935,220
2031,2031,9420,32960,10935,220
2032,2032,13272,32960,10942,220
2033,2033,7648,32960,10942,220
2034,2034,12088,32960,10942,220
2035,2035,11056,32960,10942,220
2036,2036,9276,32960,10942,220
2037,2037,3504,32960,10942,220
2038,2038,2912,32960,10942,220
2039,2039,10756,32960,10942,220
2040,2040,7348,32960,10942,220
2041,2041,3504,32960,10942,220
2042,2042,8388,32960,10942,220
2043,2043,6020,32960,10942,220
2044,2044,15200,32960,10942,220
2045,2045,11648,32960,10942,220
2046,2046,7056,32960,10942,220
2047,2047,13504,32960,10942,220
2048,2048,7500,32960,10942,220
2049,2049,11792,32960,10942,220
2050,2050,5868,32960,10942,220
2051,2051,7348,32960,10942,220
2052,2052,6760,32960,10942,220
2053,2053,5576,32960,10942,220
2054,2054,6168,32960,10942,220
2055,2055,4840,32960,10942,220
2056,2056,5132,32960,10942,220
2057,2057,7796,32960,10942,220
2058,2058,6464,32960,10942,220
2059,2059,6616,32960,10942,220
2060,2060,7648,32960,10942,220
2061,2061,8904,32960,10942,220
2062,2062,6316,32960,10942,220
2063,2063,10460,32960,10942,220
2064,2064,5348,32960,10942,220
2065,2065,8236,32960,10942,220
2066,2066,4992,32960,10942,220
2067,2067,3064,32960,10942,220
2068,2068,6756,32960,10942,220
2069,2069,9872,32960,10942,220
2070,2070,5428,32960,10942,220
2071,2071,4092,32960,10942,220
2072,2072,3656,32960,10942,220
2073,2073,3696,32960,10942,220
2074,2074,5280,32960,10942,220
2075,2075,4688,32960,10942,220
2076,2076,18892,32960,10942,220
2077,2077,8096,32960,10943,220
2078,2078,7352,32960,10943,220
2079,2079,7944,32960,10943,220
2080,2080,15196,32960,10943,220
2081,2081,13568,32960,10958,220
2082,2082,9716,32960,10959,220
2083,2083,6244,32960,10959,220
2084,2084,3656,32960,10959,220
2085,2085,3952,32960,10959,220
2086,2086,5276,32960,10959,220
2087,2087,10608,32960,10959,220
2088,2088,4404,32960,10959,220
2089,2089,3652,32960,10959,220
2090,2090,2948,32960,10959,220
2091,2091,2176,32960,10959,220
2092,2092,10016,32960,10959,220
2093,2093,11200,32960,10963,220
2094,2094,12832,32960,10963,220
2095,2095,6400,32960,10963,220
2096,2096,9792,32960,10963,220
2097,2097,4688,32960,10963,220
2098,2098,6164,32960,10963,220
2099,2099,6164,32960,10963,220
2100,2100,4836,32960,10963,220
2101,2101,5280,32960,10967,220
2102,2102,7208,32960,10967,220
2103,2103,5724,32960,10967,220
2104,2104,4540,32960,10967,220
2105,2105,3684,32960,10967,220
2106,2106,6612,32960,10967,220
2107,2107,7500,32960,10967,220
2108,2108,5756,32960,10967,220
2109,2109,8236,32960,10969,220
2110,2110,2768,32960,10969,220
2111,2111,18596,32960,10969,220
2112,2112,13752,32960,10969,220
2113,2113,14308,32960,10969,220
2114,2114,7648,32960,10969,220
2115,2115,9720,32960,10991,220
2116,2116,4392,32960,10991,220
2117,2117,5280,32960,10991,220
2118,2118,6796,32960,10991,220
2119,2119,7208,32960,10991,220
2120,2120,9576,32960,10991,220
2121,2121,5136,32960,10991,220
2122,2122,4244,32960,10991,220
2123,2123,5500,32960,10991,220
2124,2124,5576,32960,10991,220
2125,2125,5276,32960,10991,220
2126,2126,6168,32960,10991,220
2127,2127,3504,32960,10991,220
2128,2128,11132,32960,10991,220
2129,2129,14156,32960,10991,220
2130,2130,12088,32960,10991,220
2131,2131,2908,32960,10991,220
2132,2132,2912,32960,10991,220
2133,2133,4248,32960,10991,220
2134,2134,2388,32960,10991,220
2135,2135,4760,32960,10991,220
2136,2136,3576,32960,10991,220
2137,2137,2320,32960,10991,220
2138,2138,11196,32960,10991,220
2139,2139,3656,32960,10992,220
2140,2140,6908,32960,10992,220
2141,2141,4836,32960,10994,220
2142,2142,6460,32960,10994,220
2143,2143,3996,32960,10994,220
2144,2144,6460,32960,10994,220
2145,2145,13268,32960,10994,220
2146,2146,6912,32960,10994,220
2147,2147,6620,32960,10994,220
2148,2148,15092,32960,10994,220
2149,2149,9124,32960,10994,220
2150,2150,7724,32960,10994,220
2151,2151,12972,32960,10994,220
2152,2152,6164,32960,10994,220
2153,2153,6464,32960,10994,220
2154,2154,10608,32960,10994,220
2155,2155,7060,32960,10994,220
2156,2156,10760,32960,10994,220
2157,2157,12084,32960,10994,220
2158,2158,7652,32960,10994,220
2159,2159,8464,32960,10995,220
2160,2160,3568,32960,10995,220
2161,2161,11728,32960,10995,220
2162,2162,6760,32960,10995,220
2163,2163,4980,32960,10995,220
2164,2164,5136,32960,10995,220
2165,2165,8176,32960,10995,220
2166,2166,6024,32960,10995,220
2167,2167,5572,32960,10996,220
2168,2168,4248,32960,10996,220
2169,2169,6908,32960,10996,220
2170,2170,15108,32960,10996,220
2171,2171,10248,32960,10996,220
2172,2172,8536,32960,10996,220
2173,2173,4620,32960,10996,220
2174,2174,5872,32960,10996,220
2175,2175,2536,32960,10996,220
2176,2176,4392,32960,10996,220
2177,2177,4836,32960,10996,220
2178,2178,7080,32960,10996,220
2179,2179,3504,32960,10996,220
2180,2180,6168,32960,10996,220
2181,2181,3844,32960,10996,220
2182,2182,5428,32960,10996,220
2183,2183,4840,32960,10996,220
2184,2184,6756,32960,10996,220
2185,2185,5488,32960,10996,220
2186,2186,7500,32960,10996,220
2187,2187,8392,32960,10996,220
2188,2188,2340,32960,10996,220
2189,2189,6612,32960,10996,220
2190,2190,11056,32960,10996,220
2191,2191,13860,32960,10996,220
2192,2192,8832,32960,10996,220
2193,2193,18620,32960,10996,220
2194,2194,10376,32960,10996,220
2195,2195,5136,32960,10996,220
2196,2196,12088,32960,10999,220
2197,2197,5872,32960,10999,220
2198,2198,6908,32960,10999,220
2199,2199,10656,32960,10999,220
2200,2200,6384,32960,10999,220
2201,2201,6320,32960,10999,220
2202,2202,7348,32960,10999,220
2203,2203,5280,32960,11000,220
2204,2204,7648,32960,11000,220
2205,2205,5428,32960,11000,220
2206,2206,6612,32960,11000,220
2207,2207,8292,32960,11000,220
2208,2208,7940,32960,11000,220
2209,2209,5728,32960,11000,220
2210,2210,11200,32960,11000,220
2211,2211,9124,32960,11003,220
2212,2212,3064,32960,11003,220
2213,2213,8536,32960,11003,220
2214,2214,9500,32960,11003,220
2215,2215,11496,32960,11003,220
2216,2216,7348,32960,11003,220
2217,2217,4388,32960,11003,220
2218,2218,11792,32960,11003,220
2219,2219,5572,32960,11003,220
2220,2220,5208,32960,11003,220
2221,2221,9572,32960,11003,220
2222,2222,4836,32960,11003,220
2223,2223,11728,32960,11003,220
2224,2224,9276,32960,11003,220
2225,2225,8980,32960,11003,220
2226,2226,9424,32960,11003,220
2227,2227,8684,32960,11003,220
2228,2228,23192,32960,11003,220
2229,2229,9420,32960,11003,220
2230,2230,6468,32960,11003,220
2231,2231,6760,32960,11016,220
2232,2232,6756,32960,11016,220
2233,2233,4392,32960,11016,220
2234,2234,3796,32960,11016,220
2235,2235,5432,32960,11016,220
2236,2236,7648,32960,11016,220
2237,2237,7500,32960,11016,220
2238,2238,13272,32960,11016,220
2239,2239,16824,32960,11016,220
2240,2240,13008,32960,11016,220
2241,2241,14752,32960,11016,220
2242,2242,10760,32960,11016,220
2243,2243,8532,32960,11016,220
2244,2244,19780,32960,11016,220
2245,2245,6164,32960,11016,220
2246,2246,5504,32960,11016,220
2247,2247,10928,32960,11016,220
2248,2248,5428,32960,11016,220
2249,2249,5868,32960,11021,220
2250,2250,7056,32960,11021,220
2251,2251,3796,32960,11021,220
2252,2252,5868,32960,11021,220
2253,2253,14156,32960,11021,220
2254,2254,7940,32960,11022,220
2255,2255,14308,32960,11022,220
2256,2256,15636,32960,11022,220
2257,2257,15636,32960,11022,220
2258,2258,6320,32960,11028,220
2259,2259,8748,32960,11028,220
2260,2260,13268,32960,11028,220
2261,2261,2768,32960,11028,220
2262,2262,24732,32960,11028,220
2263,2263,8980,32960,11028,220
2264,2264,12380,32960,11028,220
2265,2265,11248,32960,11028,220
2266,2266,4684,32960,11030,220
2267,2267,7052,32960,11030,220
2268,2268,7728,32960,11030,220
2269,2269,11428,32960,11030,220
2270,2270,5212,32960,11030,220
2271,2271,12972,32960,11030,220
2272,2272,10016,32960,11030,220
2273,2273,9496,32960,11030,220
2274,2274,5276,32960,11030,220
2275,2275,3208,32960,11030,220
2276,2276,9276,32960,11030,220
2277,2277,4612,32960,11030,220
2278,2278,5736,32960,11030,220
2279,2279,7132,32960,11030,220
2280,2280,11644,32960,11030,220
2281,2281,5940,32960,11030,220
2282,2282,5280,32960,11030,220
2283,2283,8236,32960,11030,220
2284,2284,5052,32960,11030,220
2285,2285,4544,32960,11030,220
2286,2286,3232,32960,11030,220
2287,2287,6232,32960,11030,220
2288,2288,5428,32960,11030,220
2289,2289,4392,32960,11030,220
2290,2290,4092,32960,11030,220
2291,2291,5132,32960,11030,220
2292,2292,6164,32960,11030,220
2293,2293,9868,32960,11030,220
2294,2294,6912,32960,11030,220
2295,2295,10980,32960,11030,220
2296,2296,6912,32960,11030,220
2297,2297,6756,32960,11030,220
2298,2298,11348,32960,11030,220
2299,2299,9572,32960,11031,220
2300,2300,9912,32960,11031,220
2301,2301,4984,32960,11031,220
2302,2302,12896,32960,11031,220
2303,2303,4836,32960,11031,220
2304,2304,7724,32960,11031,220
2305,2305,8876,32960,11031,220
2306,2306,9576,32960,11031,220
2307,2307,19636,32960,11031,220
2308,2308,9572,32960,11031,220
2309,2309,8536,32960,11031,220
2310,2310,7056,32960,11031,220
2311,2311,7208,32960,11031,220
2312,2312,5868,32960,11031,220
2313,2313,9576,32960,11031,220
2314,2314,9884,32960,11033,220
2315,2315,11644,32960,11033,220
2316,2316,12536,32960,11033,220
2317,2317,8532,32960,11033,220
2318,2318,9124,32960,11033,220
2319,2319,7944,32960,11033,220
2320,2320,6936,32960,11040,220
2321,2321,7352,32960,11040,220
2322,2322,19380,32960,11040,220
2323,2323,11056,32960,11040,220
2324,2324,7644,32960,11040,220
2325,2325,14828,32960,11040,220
2326,2326,15496,32960,11040,220
2327,2327,10604,32960,11040,220
2328,2328,8724,32960,11040,220
2329,2329,12240,32960,11040,220
2330,2330,8760,32960,11040,220
2331,2331,7644,32960,11040,220
2332,2332,8888,32960,11040,220
2333,2333,15048,32960,11040,220
2334,2334,6316,32960,11040,220
2335,2335,4248,32960,11056,220
2336,2336,3948,32960,11056,220
2337,2337,9720,32960,11056,220
2338,2338,6336,32960,11056,220
2339,2339,6756,32960,11056,220
2340,2340,8688,32960,11057,220
2341,2341,13168,32960,11057,220
2342,2342,10904,32960,11057,220
2343,2343,8984,32960,11057,220
2344,2344,4388,32960,11057,220
2345,2345,6168,32960,11057,220
2346,2346,4688,32960,11057,220
2347,2347,6612,32960,11057,220
2348,2348,6240,32960,11057,220
2349,2349,14384,32960,11060,220
2350,2350,10092,32960,11060,220
2351,2351,4096,32960,11060,220
2352,2352,4544,32960,11060,220
2353,2353,15420,32960,11060,220
2354,2354,8532,32960,11060,220
2355,2355,8532,32960,11060,220
2356,2356,3500,32960,11060,220
2357,2357,11492,32960,11060,220
2358,2358,9124,32960,11060,220
2359,2359,7052,32960,11060,220
2360,2360,4836,32960,11060,220
2361,2361,4392,32960,11060,220
2362,2362,15492,32960,11060,220
2363,2363,8532,32960,11060,220
2364,2364,10016,32960,11061,220
2365,2365,10792,32960,11061,220
2366,2366,6020,32960,11061,220
2367,2367,12532,32960,11061,220
2368,2368,15196,32960,11061,220
2369,2369,12832,32960,11061,220
2370,2370,11644,32960,11061,220
2371,2371,8392,32960,11061,220
2372,2372,8760,32960,11061,220
2373,2373,11648,32960,11061,220
2374,2374,5280,32960,11061,220
2375,2375,4980,32960,11061,220
2376,2376,10096,32960,11061,220
2377,2377,10016,32960,11061,220
2378,2378,7500,32960,11061,220
2379,2379,6756,32960,11061,220
2380,2380,5576,32960,11061,220
2381,2381,5432,32960,11061,220
2382,2382,11648,32960,11061,220
2383,2383,8236,32960,11062,220
2384,2384,11200,32960,11063,220
2385,2385,5872,32960,11063,220
2386,2386,10056,32960,11063,220
2387,2387,15936,32960,11063,220
2388,2388,22148,32960,11080,220
2389,2389,11644,32960,11080,220
2390,2390,15340,32960,11080,220
2391,2391,13864,32960,11080,220
2392,2392,9128,32960,11081,220
2393,2393,5332,32960,11081,220
2394,2394,4980,32960,11081,220
2395,2395,4920,32960,11081,220
2396,2396,7428,32960,11081,220
2397,2397,8980,32960,11081,220
2398,2398,22148,32960,11081,220
2399,2399,13860,32960,11081,220
2400,2400,7800,32960,11081,220
2401,2401,4392,32960,11082,220
2402,2402,13124,32960,11082,220
2403,2403,6464,32960,11082,220
2404,2404,12316,32960,11082,220
2405,2405,7940,32960,11082,220
2406,2406,8832,32960,11082,220
2407,2407,8392,32960,11083,220
2408,2408,10756,32960,11083,220
2409,2409,13860,32960,11083,220
2410,2410,6164,32960,11083,220
2411,2411,9640,32960,11083,220
2412,2412,14016,32960,11083,220
2413,2413,10464,32960,11083,220
2414,2414,9868,32960,11083,220
2415,2415,13016,32960,11083,220
2416,2416,13124,32960,11083,220
2417,2417,14016,32960,11083,220
2418,2418,10460,32960,11083,220
2419,2419,8424,32960,11083,220
2420,2420,7504,32960,11083,220
2421,2421,5432,32960,11088,220
2422,2422,9420,32960,11088,220
2423,2423,7428,32960,11088,220
2424,2424,18008,32960,11088,220
2425,2425,8532,32960,11088,220
2426,2426,6760,32960,11088,220
2427,2427,21264,32960,11089,220
2428,2428,8980,32960,11089,220
2429,2429,9872,32960,11089,220
2430,2430,4624,32960,11089,220
2431,2431,4392,32960,11089,220
2432,2432,5428,32960,11092,220
2433,2433,8176,32960,11092,220
2434,2434,6052,32960,11092,220
2435,2435,10016,32960,11092,220
2436,2436,9952,32960,11092,220
2437,2437,8016,32960,11093,220
2438,2438,26740,32960,11093,220
2439,2439,11056,32960,11093,220
2440,2440,11348,32960,11093,220
2441,2441,6612,32960,11093,220
2442,2442,5868,32960,11093,220
2443,2443,12084,32960,11093,220
2444,2444,10308,32960,11093,220
2445,2445,7800,32960,11093,220
2446,2446,8828,32960,11093,220
2447,2447,7648,32960,11093,220
2448,2448,13932,32960,11093,220
2449,2449,16976,32960,11093,220
2450,2450,5132,32960,11093,220
2451,2451,6316,32960,11093,220
2452,2452,6612,32960,11093,220
2453,2453,9476,32960,11093,220
2454,2454,12380,32960,11093,220
2455,2455,10168,32960,11093,220
2456,2456,3356,32960,11093,220
2457,2457,4096,32960,11093,220
2458,2458,12088,32960,11093,220
2459,2459,15100,32960,11093,220
2460,2460,7644,32960,11093,220
2461,2461,3204,32960,11093,220
2462,2462,14748,32960,11093,220
2463,2463,11792,32960,11093,220
2464,2464,4984,32960,11093,220
2465,2465,4248,32960,11093,220
2466,2466,4624,32960,11093,220
2467,2467,7800,32960,11093,220
2468,2468,3952,32960,11093,220
2469,2469,3796,32960,11093,220
2470,2470,6612,32960,11093,220
2471,2471,5868,32960,11093,220
2472,2472,5940,32960,11093,220
2473,2473,9424,32960,11093,220
2474,2474,6612,32960,11093,220
2475,2475,6460,32960,11093,220
2476,2476,6544,32960,11093,220
2477,2477,10384,32960,11093,220
2478,2478,9788,32960,11093,220
2479,2479,13420,32960,11093,220
2480,2480,5868,32960,11093,220
2481,2481,12676,32960,11093,220
2482,2482,3204,32960,11093,220
2483,2483,3204,32960,11093,220
2484,2484,4840,32960,11093,220
2485,2485,18752,32960,11093,220
2486,2486,6464,32960,11097,220
2487,2487,6460,32960,11097,220
2488,2488,12236,32960,11097,220
2489,2489,12088,32960,11097,220
2490,2490,17168,32960,11097,220
2491,2491,12532,32960,11097,220
2492,2492,23036,32960,11097,220
2493,2493,10668,32960,11097,220
2494,2494,13328,32960,11097,220
2495,2495,7648,32960,11097,220
2496,2496,6612,32960,11097,220
2497,2497,9340,32960,11097,220
2498,2498,7204,32960,11097,220
2499,2499,9576,32960,11097,220
2500,2500,4716,32960,11097,220
2501,2501,4980,32960,11097,220
2502,2502,5572,32960,11097,220
2503,2503,10460,32960,11097,220
2504,2504,5572,32960,11097,220
2505,2505,6320,32960,11097,220
2506,2506,9620,32960,11097,220
2507,2507,5872,32960,11097,220
2508,2508,8832,32960,11097,220
2509,2509,7644,32960,11097,220
2510,2510,4836,32960,11097,220
2511,2511,7944,32960,11097,220
2512,2512,4980,32960,11097,220
2513,2513,5136,32960,11097,220
2514,2514,3796,32960,11097,220
2515,2515,5728,32960,11097,220
2516,2516,6024,32960,11097,220
2517,2517,6240,32960,11097,220
2518,2518,10012,32960,11097,220
2519,2519,8684,32960,11097,220
2520,2520,6464,32960,11097,220
2521,2521,12380,32960,11097,220
2522,2522,8684,32960,11097,220
2523,2523,3948,32960,11097,220
2524,2524,3504,32960,11097,220
2525,2525,4836,32960,11097,220
2526,2526,6168,32960,11097,220
2527,2527,7644,32960,11097,220
2528,2528,8096,32960,11097,220
2529,2529,12680,32960,11097,220
2530,2530,7644,32960,11097,220
2531,2531,13124,32960,11097,220
2532,2532,4768,32960,11097,220
2533,2533,9420,32960,11098,220
2534,2534,4984,32960,11098,220
2535,2535,5868,32960,11098,220
2536,2536,5776,32960,11098,220
2537,2537,5872,32960,11098,220
2538,2538,3356,32960,11098,220
2539,2539,6612,32960,11098,220
2540,2540,6756,32960,11098,220
2541,2541,3208,32960,11098,220
2542,2542,3504,32960,11098,220
2543,2543,5872,32960,11098,220
2544,2544,8536,32960,11098,220
2545,2545,5432,32960,11098,220
2546,2546,10364,32960,11098,220
2547,2547,13864,32960,11098,220
2548,2548,5276,32960,11098,220
2549,2549,7056,32960,11098,220
2550,2550,8392,32960,11110,220
2551,2551,11648,32960,11110,220
2552,2552,2912,32960,11112,220
2553,2553,8392,32960,11112,220
2554,2554,6020,32960,11112,220
2555,2555,6464,32960,11112,220
2556,2556,4840,32960,11112,220
2557,2557,3360,32960,11112,220
2558,2558,3656,32960,11112,220
2559,2559,4544,32960,11112,220
2560,2560,5136,32960,11112,220
2561,2561,3504,32960,11112,220
2562,2562,13272,32960,11112,220
2563,2563,5576,32960,11112,220
2564,2564,7944,32960,11112,220
2565,2565,3656,32960,11112,220
2566,2566,16084,32960,11112,220
2567,2567,10168,32960,11112,220
2568,2568,9128,32960,11112,220
2569,2569,6760,32960,11114,220
2570,2570,6912,32960,11114,220
2571,2571,8236,32960,11114,220
2572,2572,10628,32960,11120,220
2573,2573,8536,32960,11120,220
2574,2574,6460,32960,11120,220
2575,2575,9124,32960,11120,220
2576,2576,2472,32960,11120,220
2577,2577,10012,32960,11120,220
2578,2578,12832,32960,11120,220
2579,2579,8388,32960,11120,220
2580,2580,4248,32960,11120,220
2581,2581,5432,32960,11120,220
2582,2582,3504,32960,11120,220
2583,2583,4684,32960,11120,220
2584,2584,7504,32960,11120,220
2585,2585,7940,32960,11120,220
2586,2586,22920,32960,11120,220
2587,2587,4160,32960,11120,220
2588,2588,2768,32960,11120,220
2589,2589,3952,32960,11120,220
2590,2590,8532,32960,11120,220
2591,2591,5572,32960,11120,220
2592,2592,7052,32960,11120,220
2593,2593,9420,32960,11120,220
2594,2594,15792,32960,11120,220
2595,2595,11200,32960,11120,220
2596,2596,12680,32960,11120,220
2597,2597,4392,32960,11126,220
2598,2598,12380,32960,11126,220
2599,2599,10904,32960,11126,220
2600,2600,27772,32960,11126,220
2601,2601,6912,32960,11126,220
2602,2602,19932,32960,11126,220
2603,2603,7856,32960,11126,220
2604,2604,10164,32960,11126,220
2605,2605,4472,32960,11127,220
2606,2606,4456,32960,11127,220
2607,2607,4688,32960,11127,220
2608,2608,6908,32960,11127,220
2609,2609,11728,32960,11127,220
2610,2610,16088,32960,11127,220
2611,2611,7944,32960,11127,220
2612,2612,21264,32960,11127,220
2613,2613,12748,32960,11127,220
2614,2614,4912,32960,11127,220
2615,2615,6164,32960,11127,220
2616,2616,4464,32960,11127,220
2617,2617,5280,32960,11127,220
2618,2618,2912,32960,11127,220
2619,2619,3060,32960,11127,220
2620,2620,4544,32960,11127,220
2621,2621,4616,32960,11127,220
2622,2622,4980,32960,11127,220
2623,2623,7584,32960,11127,220
2624,2624,6756,32960,11127,220
2625,2625,6464,32960,11127,220
2626,2626,8828,32960,11127,220
2627,2627,6020,32960,11127,220
2628,2628,6460,32960,11127,220
2629,2629,7404,32960,11127,220
2630,2630,7648,32960,11127,220
2631,2631,8236,32960,11127,220
2632,2632,4092,32960,11127,220
2633,2633,11228,32960,11127,220
2634,2634,8440,32960,11127,220
2635,2635,11348,32960,11127,220
2636,2636,11348,32960,11127,220
2637,2637,13048,32960,11127,220
2638,2638,9128,32960,11127,220
2639,2639,16680,32960,11127,220
2640,2640,10760,32960,11127,220
2641,2641,10096,32960,11127,220
2642,2642,12832,32960,11130,220
2643,2643,11492,32960,11130,220
2644,2644,12240,32960,11130,220
2645,2645,5572,32960,11130,220
2646,2646,7056,32960,11130,220
2647,2647,14312,32960,11130,220
2648,2648,11348,32960,11130,220
2649,2649,15640,32960,11130,220
2650,2650,5056,32960,11130,220
2651,2651,6760,32960,11130,220
2652,2652,4248,32960,11130,220
2653,2653,5132,32960,11130,220
2654,2654,4688,32960,11130,220
2655,2655,6460,32960,11131,220
2656,2656,7204,32960,11131,220
2657,2657,11052,32960,11131,220
2658,2658,6024,32960,11131,220
2659,2659,12384,32960,11131,220
2660,2660,7056,32960,11131,220
2661,2661,6912,32960,11131,220
2662,2662,12680,32960,11131,220
2663,2663,8468,32960,11131,220
2664,2664,11352,32960,11131,220
2665,2665,13268,32960,11131,220
2666,2666,11348,32960,11131,220
2667,2667,6024,32960,11132,220
2668,2668,9576,32960,11132,220
2669,2669,9420,32960,11132,220
2670,2670,8240,32960,11132,220
2671,2671,7800,32960,11132,220
2672,2672,13424,32960,11132,220
2673,2673,10904,32960,11132,220
2674,2674,9280,32960,11132,220
2675,2675,4248,32960,11132,220
2676,2676,9420,32960,11138,220
2677,2677,7056,32960,11138,220
2678,2678,6164,32960,11138,220
2679,2679,9304,32960,11138,220
2680,2680,5504,32960,11138,220
2681,2681,19640,32960,11138,220
2682,2682,17412,32960,11138,220
2683,2683,14452,32960,11138,220
2684,2684,8176,32960,11138,220
2685,2685,6756,32960,11138,220
2686,2686,10900,32960,11138,220
